Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2025-12-03 17:49:41,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402041351305093120,"Optimizing Vision AI for Edge Deployment: From PyTorch to TensorRT""
""""
""Building efficient autonomous navigation stacks requires more than just accurate models—it demands computational efficiency. Before deploying our Lane Detection pipeline to embedded hardware (Jetson Orin Nano), we benchmarked the impact of TensorRT optimization directly on our development workstation (RTX 4060).""
""""
""The results of converting the Ultra-Fast Lane Detection (UFLD) model from standard PyTorch to a TensorRT Engine (FP16) were significant:""
""""
""● The Raw Benchmark (Model Only): When running pure inference without ROS2 overhead:""
""""
""○ Throughput: Skyrocketed from 281 FPS (PyTorch) to 929 FPS (TensorRT).""
""""
""○ Inference Time: Slashed from 3.56 ms down to 1.07 ms per frame.""
""""
""● When integrated into the stack processing videos feeds(ROS2 Node)""
""""
""○ VRAM Usage: Reduced by ~42% (614 MB → 258 MB) ""
""""
""○ Inference Efficiency: Maintaining 30 FPS cap with only 4% GPU Utilization ""
""""
""○Latency: Dropped from 13.4ms to ~9.0ms per frame""
""""
""The Technical Workflow: ""
""""
""Framework: ROS2 Humble ""
""""
""Perception: OpenCV & CUDA""
""""
""Optimization: PyTorch ➡ ONNX ➡ TensorRT (FP16 quantization)""
""""
""By minimizing the GPU footprint for lane detection, we unlock substantial headroom to run concurrent heavy workloads—such as Radar-based AEB and sensor fusion, Object Detection, and State Estimation—simultaneously on constrained edge hardware.""
""""
""Next step: Deploying this perception stack on the Jetson Orin Nano and see the difference on an edge device.""
""""
""#Robotics #ComputerVision #TensorRT #NVIDIA #EdgeAI #DeepLearning #AutonomousVehicles #ROS2 #JetsonOrin #AI #MachineLearning #Engineering #EmbeddedSystems #Python #PyTorch #ONNX #CUDA #SelfDrivingCars #ADAS #Optimization #Developer #Tech #Innovation #GPU #AutomotiveEngineering #ArtificialIntelligence #OpenCV #RealTimeSystems #RobotOperatingSystem #NvidiaDeveloper","","",MEMBER_NETWORK
2025-12-03 15:47:01,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402010476257349632,"The best kind of mail day.""
""""
""There is a specific kind of joy in receiving a box full of sensors, microcontrollers, and motors. It’s basically Lego for engineers, just with more Python scripts and deadlines.""
""""
""We are proud to announce that our team has qualified for Stage 2 of e Yantra robotics competition (eYRC) 2025-26. Out of the many teams that started, we’ve made it to the Top 100 and earned this sponsored hardware kit from e-Yantra, IIT Bombay.""
""""
""We’ve proved our code works in the virtual arena. Now comes the fun part: turning that code into movement.""
""""
""Thanks a lot to Govind Krishna C, Sidharth Sajith, Tharun Oommen Jacob for being a part of the team, its a really wonderful experience working along with all of you.""
""""
""Anyway time to crack this box open and get to work.""
""""
""#eYRC #eYRC2024 #RoboticsCompetition #IITBombay #eYantra #Top100 #HardwareKit #Unboxing #Robotics #Makers #EngineeringLife #STEMEducation #TechForGood #FutureEngineers #Microcontrollers #Sensors #Automation #EmbeddedSystems #Innovation #ProjectUpdate #DeepLearning #Python #TechNews #StudentLife #Engineering #Motivation #BuildBetter #IoT #IndiaInnovation","","",MEMBER_NETWORK
2025-12-02 07:52:28,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7401528666616422400,"Successfully bridged a custom XACRO/URDF robot into the NVIDIA Isaac Sim ecosystem. ""
""""
""Following the NVIDIA DLI path was a great start, but applying it to a custom platform required diving deeper.""
""""
""    Import: Converted XACRO to URDF and imported using the /robot_state_publisher node publishing the URDF via ROS2 with full physics collisions.""
""""
""    Rigging: Fixed articulation roots and collider offsets. Solved the issue of the bot tipping over at the start cause of an offset in Center of Mass.""
""""
""    Graphing: Built a custom ROS 2 Action Graph to map cmd_vel messages to a 4-wheel independent joint setup.""
""""
""    Bridging: Full software-in-the-loop control via ROS 2 Humble.""
""""
""The simulation is incredibly high-fidelity. It caught issues like Center of Mass offsets that visualization tools like RViz just don't show. I'm currently working on tuning the motor torque curves to prevent the ""wheelie"" effect you see at the start of the video—physics tuning is an art form in itself.""
""""
""On to the next challenge. ""
""""
""#Robotics #IsaacSim #ROS2 #Simulation #NVIDIA #UGV #Python #Omnigraph #SimToReal #TechDiaries","","",MEMBER_NETWORK
2025-11-22 10:59:10,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397951771836526592,"Research Paper Accepted at U R Rao Satellite Centre (URSC), ISRO Conference.""
""""
""    I am really really excited to share that our research paper, ""Automating the Visual Inspection of Aircraft Structures Using 2D and 3D Computer Vision, Machine Learning, and Robotics,"" has been accepted and presented at the 14th National Seminar on Aerospace and Related Mechanisms (ARMS 2025).""
""""
""    This work was a massive team effort led by Adithya Satheesh, co-authors Ranjitha G, Kartik Yadav, and guided by our mentor Augustin M.J. at CSIR - National Aerospace Laboratories (NAL).""
""""
""    My contribution focused on laying the groundwork for the autonomous navigation stack:""
""""
""        Architecting the initial ROS 2 framework on NVIDIA Jetson.""
""""
""        Implementing the low-level hardware interface for the encoder-less UGV.""
""""
""        Developing the foundational Visual-SLAM and sensor fusion approach that the team later refined to achieve the core application.""
""""
""    🏆 Proud Moment: Receiving the Certification of Appreciation from U R Rao Satellite Centre (URSC), ISRO for my role as a co-author in this defense-grade research.""
""""
""    A huge congratulations to the entire team for pushing this project across the finish line.""
""""
""#Robotics #Research #ISRO #DRDO #ROS2 #ComputerVision #VSLAM #AutonomousSystems #Engineering #Innovation #CSIR #NAL #Teamwork #ResearchPaper #Publications #Conference #ARMS2025","","",MEMBER_NETWORK
2025-11-16 17:33:48,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7395876760191553537,"Isaac Sim 5.0 vs 4.5 on an RTX 4060: The results are in, and they're significant.""
""""
""After completing the first official NVIDIA DLI course on Fundamentals of Robotics, I made the strategic switch from v5.0 to v4.5 for performance reasons. The impact was a 3x FPS jump—from a struggling ~20 FPS to a rock-solid 60 FPS, even while running the full ROS 2 bridge.""
""""
""This performance boost unlocked the ability to build and run a full software-in-the-loop pipeline. The video shows the complete result:""
""✅ Robot built & articulated from scratch in the simulator.""
""✅ Live teleoperation via ROS 2 Twist messages.""
""✅ Real-time camera & LiDAR data published over the ROS 2 Bridge.""
""✅ Full sensor visualization in RViz2, as if it were real hardware.""
""""
""The real lesson wasn't just connecting the Action Graph nodes; it was debugging the physics. The video captures some initial wheel slippage on hard acceleration—a classic sim-to-real problem that required tuning the friction properties of the physics materials. This is where the high-fidelity aspect truly shines.""
""""
""With this foundational pipeline solid, the next step in the learning path is clear: rigging with our own custom URDF assets. The journey from Gazebo to a full, physically-accurate digital twin continues.""
""""
""Will be updated on that soon.""
""""
""And Personally I suggest IsaacSim Version 4.5 for GPUs below RTX4080 and Version 5 >  for GPUs in 50 series or above 4080.""
""""
""For anyone looking for a systematic way to learn, I can't recommend this free DLI path enough. Link in the comments! 👇""
""""
""""
""#NVIDIA #IsaacSim #ROS #ROS2 #Robotics #Simulation #DigitalTwin #Performance #Benchmark #RTX4060 #Engineering #LearnInPublic #NVIDIADLI #USD #URDF #ActionGraph #OmniGraph #Debugging","","",MEMBER_NETWORK
2025-11-05 19:26:32,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7391918861660590081,"Stop scrolling if you are trying to learn ROS 2 🛑 I finally found the answer to the question that’s filled my DMs for months.""
""""
""I've been on my own journey through ROS 2 Humble for a while now, and if you're a builder, you know the documentation alone can feel like navigating a maze. I was constantly asked: ""Where is the best video tutorial for a beginner?""""
""""
""Well, after diving in myself, I have an answer: the ROS 2 Humble Tutorial Series on the official DigiKey YouTube channel, led by the brilliant Shawn Hymel.""
""""
""This isn't just another quick recommendation—I’m currently halfway through the series where its now on C++ services section (that’s the 6th and latest video as of now), and I'm genuinely impressed. While there are other great resources out there, this series stands out for its clarity and depth.""
""""
""What makes this series a game-changer (even for those who've started before):""
""""
""● Dual-Language Superpower: Shawn teaches every core concept (Nodes, Topics, Services, etc.) first in Python and then immediately transitions to C++. This dual focus is a genuine lifesaver for grasping both the logic and the performance-critical application and helps in grasping quickly by comparing each other.""
""""
""● The Clarity Factor: It successfully bridges the huge gap between the official ROS 2 documentation and practical, clean code. The presentation style gives clarity that I often felt was missing when I started, The documentation is great(I am someone who learned through that), still there are times that you feel like there should be some fillers in between to understand it much better and this bridges that too.""
""""
""● Real-World Learning: Even using different distributions (I'm on Humble, Shawn is on Jazzy), the minor versioning issues we encounter (like a missing command) are, surprisingly, excellent training for real-world debugging. ""
""""
""● More Than Just ROS 2: When you check the channel, you'll see this series is just one part of their wider, incredibly useful playlist—a true treasure trove of embedded systems content.""
""""
""Its good if you have a little knowledge in programming to start, but even if that's a problem you can still bridge that gap using generative AI parallelly to learn nowadays with spending a little more time.""
""""
""I'm incredibly excited to see what the next videos in the series cover, and I highly recommend this as the go-to video resource for anyone looking to build a career in robotics—whether you’re a beginner or need a solid foundation review.""
""""
""Checkout the video series: https://bit.ly/49B0uqM""
""""
""There are other great resources too, but personally this is a good one from me by experience. But thanks to other creators too for their valuable contents.""
""""
""A huge thank you and shoutout to Shawn Hymel and the DigiKey team for pouring so much effort into creating this invaluable resource. ""
""""
""#ROS2 #Robotics #EmbeddedSystems #CPP #Python #DigiKey #ShawnHymel #Learning #TechTutorial #Engineering #Automation #OpenSourceRobotics""
""#OpenRobotics","","",MEMBER_NETWORK
2025-10-25 05:39:30,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7387724465708838912,"Beyond the final rank, the real trophy from BAJA SAEINDIA is the deep engineering experience. For my network of developers and roboticists, I wanted to share the core technical architecture that our team, Team Equinox, built to bring our autonomous vehicle to life.""
""""
""My role was leading the Autonomous Systems Integration, the incredible challenge of bridging the high-level world of ROS 2 with the low-level reality of our vehicle's hardware. This was a journey in making two different worlds speak the same language.""
""""
""Our entire system was architected around a central NVIDIA Jetson by Tanna TechBiz LLP running ROS 2 and connected to a Kvaser AB dual channel CAN adapter to interface it directly to the CAN network communicating with five distributed Arduino UNO R4 Minima microcontrollers over a robust CAN bus network. Each Arduino served as a dedicated, real-time ""muscle controller"" for a specific task (Startup, Dashboard, Throttle, Brakes, Steering).""
""""
""This was a true team effort, and I was the fortunate integrator connecting the brilliant work of two major sub-teams:""
""""
""First, the low-level Electrical Team, led by Naveen Shaji George and Muhammed Ajmal K with their incredible crew. They were the masters of the physical layer, designing the PCBs, building the complex wiring harness, and patiently debugging every circuit with me. Their work was the foundation everything was built on. When a relay fired unexpectedly or a sensor gave a noisy reading, they were the ones who found the solution in the hardware.""
""""
""Second, the high-level Autonomous Software Team, led by ASHISH SHAJAN and Tomin Michael. They were the masters of the ""brain,"" developing the perception and control algorithms in ROS 2. They gave me the high-level commands—the ""what to do.""""
""""
""My job was to build the ""how."" This involved architecting the CAN protocol, writing the firmware for the Arduino nodes, and developing the central C++ ROS 2 can_interface node that acted as the real-time translator between the two worlds. The challenge was immense, from solving CAN bus arbitration conflicts to tuning PD controllers for our actuators and designing safety-critical state machines to pass the rigorous Technical Inspections.""
""""
""The interface node includes converting the Starkenn Technologies Radar encoded CAN data to ROS messages through the DBC file. ""
""""
""This experience was a profound lesson in how crucial the role of a systems integrator is. It's about understanding both the hardware and software worlds deeply enough to make them work together seamlessly. A massive thank you to both teams and many others who worked behind the scenes, for their collaboration, patience, and expertise. We built this together. ""
""""
""#BAJASAEINDIA #SystemsIntegration #CANbus #EmbeddedSystems #ROS2 #DriveByWire #ECU #ControlSystems #StateMachines #NVIDIAJetson #Arduino #Teamwork #Leadership #AutomotiveEngineering","","",MEMBER_NETWORK
2025-10-20 16:49:58,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7386081256389869569,"Chechi, from the bottom of our hearts, thank you for everything. It wasn't just the car or the competition; it was the way you led us—with unwavering belief, quiet strength, and so much care. You didn't just build a machine; you built a family. We are so incredibly proud of you, and we wish our Captain nothing but endless happiness and the very best in every road ahead.","","",MEMBER_NETWORK
2025-10-13 06:58:33,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7383395703701590016,"It's been a month of intense focus and near radio silence, and now I can finally share the incredible story. This wasn't just a project; it was a year-long odyssey into the heart of real-world automotive engineering, culminating in a week of immense pressure and profound learning at BAJA SAEINDIA 2025.""
""""
""I am unbelievably proud to announce that our new team, Team Equinox, has achieved an All India Rank of 7th and secured the 2nd position among all teams from Kerala!""
""""
""Breaking into the Top 10 nationally on our first attempt is a monumental achievement, but the true victory was forged in the inspection bays. Over three grueling days, our vehicle was put to the ultimate test, and we passed every single one: mKit, eKit, aKit, and all six of the formidable Autonomous TI checks. This accomplishment is a direct testament to the thousands of hours our team poured into building a vehicle that is not just innovative, but fundamentally safe and robust.""
""""
""Our journey through the three phases of this competition—from preliminary designs and simulations to the final track-side execution—was a masterclass. We excelled in the concept and presentation stages, proving the strength of our engineering design. However, the track itself is the final, unforgiving judge. We faced challenges that can never be simulated: a damaged camera cable moments before our Traffic Sign/Light Detection event, a CAN bus conflict that hampered our Autonomous Emergency Braking run, and the sheer pressure of debugging a complex distributed system against the clock. These weren't failures; they were the most valuable, high-stakes lessons an engineer could ask for.""
""""
""This entire endeavor would have been impossible without two key pillars: our mentor and our team.""
""""
""An immense congratulations and our deepest gratitude to our faculty advisor, Er. LEVIN ROBY ABRAHAM, whose unconditional support and guidance were our foundation. His dedication was recognized on a national stage as he was honored with the prestigious Dronacharya Award for the All India Best Faculty Advisor. Sir, this achievement is as much yours as it is ours.""
""""
""And to the heart and soul of this mission, Team Equinox:""
""Our dear Captain Ahalya Nair, Vice Captain Shawn Anish Chirappuram, Autonomous head ASHISH SHAJAN,  Electrical Head Naveen Shaji George, Mechanical Head Mervin Mathew, Manager Muhammed Ajmal K, driver Asher James, Ihesanul Haq, Mathew George Chunkathil, Thampu Varghese Jacob, Shreya Ann Alexander, Aryananda Ashok, Benoni K Binoy, Tomin Michael, Alen Joe Abey, Alen Thomas Saji, Nandana Sreekumar, Aswan A S, Dhanush G, Emil Phil Vinod, Rohith, Jithin Shaji, Jithin Jayakumar, Krishna Malliath, Neha, Jane Sara Reji and Jiji Abraham Issac.""
""""
""Thank you. For every line of code, every soldered joint, every late night, and every moment of shared belief.""
""""
""#BAJASAEINDIA #SAEINDIA #TeamEquinox #AIR7 #Top10 #DronacharyaAward #ElectricVehicle #StudentCompetition #Engineering #Teamwork #Automotive #Perseverance #ROS #CANbus #Kerala","","",MEMBER_NETWORK
2025-09-07 20:02:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7370546906390810624,"From Gazebo to High-Fidelity Simulation! My first deep dive into NVIDIA Isaac Sim has been a massive and rewarding experience.""
""""
""Coming from a background in ROS 2 and URDFs, it's incredible to see how core robotics concepts like links and joints map so cleanly to the USD-based world of Xforms and Articulations.""
""""
""In just a short time, I've gone from a blank stage to building, rigging, and tuning a wheeled robot from scratch—all through the GUI. Debugging the physics of wheel friction and controller settings was a fantastic lesson in itself!""
""""
""The result is a fully articulated robot with a working camera. The real-time RTX rendering provides a level of realism that is just on another level. (Video attached!)""
""""
""This is just the foundation. The next critical step is to bridge this simulation to the outside world. I'm diving into the ROS 2 Bridge next to stream this camera data and send control commands from my native ROS 2 environment.""
""""
""Excited to keep learning and sharing the journey! Huge thanks to the NVIDIA team for making these powerful tools so accessible.""
""""
""#Robotics #NVIDIA #IsaacSim #Omniverse #ROS #ROS2 #Simulation #DigitalTwin #RoboticsEngineering #LearnInPublic #USD","","",MEMBER_NETWORK
2025-09-04 16:14:39,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7369402526653218842,"Absolutely thrilled and deeply honored to share a monumental milestone for our team at Saintgits College of Engineering (Autonomous).""
""""
""I'm incredibly proud to have been a part of the foundational student team for the newly inaugurated Taiwan-India Integrated Command and Control Centre for Sustainable Smart Cities. This groundbreaking initiative, in collaboration with the brilliant minds at National Chung Cheng University, Taiwan, marks the launch of the world's first cross-nation federated AI learning platform.""
""""
""Our role was to build the critical IoT infrastructure that feeds this powerful AI system with real-world environmental data.""
""Our team was responsible for designing, building, and deploying prototypes of comprehensive stations(nodes) to measure data for air quality, water quality, salinity etc under the charge of our faculty mentors NISHANTH P R and Jyothish Chandran G.""
""""
""I'm particularly proud of my role in co-ordinating and architecting the end-to-end data pipeline, moving data from sensors to screen. We built a robust system using ESP32 microcontrollers, publishing data via MQTT for real-time efficiency, and channeling it through a Python service into a MySQL database. This data is now served via a custom Flask API to a live dashboard, providing a complete, scalable solution. It was a masterclass in system design and integration. ""
""""
""This achievement was only possible through immense collaboration and guidance.""
""""
""Profound gratitude to Professor Pao-Ann Hsiung of CCU, Dr. Yang Lung-Jieh, and the entire delegation from the Taipei Economic and Cultural Center in India for their vision and for entrusting us with this opportunity.""
""""
""And of course, this would have been impossible without my incredible teammates: Sidharth Sajith, Govind Krishna C and Tharun Oommen Jacob who worked on creating the database, server as well as the dashboards for the entire system to show the data live from the prototype nodes, Nakul Krishna Ajayan, Abin Abraham, Abhishek P J and Tom Toms for helping out with the air quality node, Rishikesh R and Elena Elizabeth Cherian who worked on the Water level and salinity monitoring Node and Emil Phil Vinod who worked on the Drinking Water quality monitoring Node. ""
""""
""Again a big thanks on guiding us on this Nishant sir and Jyothish sir as well as many other faculties who were incharge, Dr. Pradeep Chandrasekhar, thank you sir.""
""""
""Anyway happy to be a part till now and and excited on contributing to this more on the future.""
""""
""This project was more than just code and circuits; it was a profound lesson in international collaboration, system architecture, and the future of smart city technology. Excited to see how this platform evolves and contributes to cutting-edge AI research.""
""""
""Facebook Post:""
""https://lnkd.in/gq26bGcZ""
""""
""#IoT #SmartCities #AI #FederatedLearning #TaiwanIndiaCollaboration #MQTT #MySQL #ESP32 #Python #Engineering #Saintgits #CCU #MakeInIndia #DigitalIndia #TeamManagment","","",MEMBER_NETWORK
2025-08-31 04:50:55,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7367780904078868482,"For anyone working with low-cost Mecanum-wheeled robots, accurate odometry without wheel encoders is a significant challenge. Standard kinematic models often fail to account for the real-world dynamics of continuous rotation servos, leading to severe drift.""
""""
""To address this, I'm open-sourcing the complete ROS 2 Humble software stack for ""Project Orion,"" a UGV I developed. This repository provides a working solution for robust localization on this challenging hardware.""
""""
""GitHub Repository: https://lnkd.in/gEzjGPmv""
""""
""Key Technical Features:""
""🔹 Encoder-less Odometry: A forward_kinematics node that generates a stable wheel odometry stream purely from calibrated servo commands.""
""🔹 State-Based Kinematic Calibration (SBKC): Includes the scripts and methodology we developed to tune the kinematic model for asymmetric drive mechanics (forward vs. strafing vs. rotation), significantly reducing open-loop drift.""
""🔹 High-Fidelity URDF: A detailed XACRO-based robot model, including a kinematically correct pan-tilt mechanism and properly defined sensor frames (REP-103 compliant) for the HP60C RGB-D camera and IMU.""
""🔹 Full Hardware Pipeline: Includes a complete, multi-tiered architecture for interfacing ROS 2 on an Orin Nano with a Teensy/Arduino for real-time control and sensor processing.""
""""
""This project is for robotics students, hobbyists, and researchers who are building similar encoder-less Mecanum platforms and need a solid foundation for control and SLAM.""
""""
""This work was developed as part of my internship at CSIR - National Aerospace Laboratories (NAL). Huge thanks to my collaborator Adithya Satheesh, who was instrumental in developing the 3D models and providing invaluable support throughout the project.""
""""
""Feedback and contributions are welcome.""
""""
""#ROS2 #Robotics #Mecanum #SLAM #Odometry #OpenSource #URDF #Jetson #Engineering","","",MEMBER_NETWORK
2025-08-23 05:53:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7364897613663436801,"Couldn’t have said it better myself. I’m incredibly proud of what our team accomplished. So much learned, and truly excited for what's next.","","",MEMBER_NETWORK
2025-08-15 11:43:35,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7362086553440980992,"Five days. That's the time our team had to learn MATLAB & Simulink and deliver a solution for the MathWorks Minidrone Competition while we were going through our exams. We started with the excellent framework provided by MathWorks—including the drone model and physics simulation—and our task was to engineer the brain.""
""""
""This is the result: a complete autonomous navigation and landing algorithm.""
""""
""Our design is a hybrid state machine that intelligently switches between two control modes to maximize stability and precision:""
""""
""1. High-Level Position Control (pos_ref):""
""For stable flight phases like following a straight line, we command the drone with waypoints in the fixed world coordinate system. A P-controller uses visual feedback to calculate the sideways (Y) component of the waypoint, while a discrete integrator calculates the forward (X) component, resulting in smooth, continuous motion.""
""""
""2. Low-Level Attitude Control (orient_ref):""
""For sharp, on-the-spot turns, position control is too sluggish. We switch to attitude control to command a precise Yaw Angle. This gives us direct control over the drone's heading, allowing for crisp, predictable 90-degree turns.""
""""
""The Vision System:""
""To feed the state machine, we built a multi-ROI vision pipeline. A ""look-ahead"" region of the camera feed analyzes the path's Orientation to detect upcoming turns, while a ""steering"" region analyzes the Centroid to provide real-time feedback for our line-following P-controller.""
""""
""The Brutally Honest Part:""
""This controller is a specialist. It's tuned and architected for tracks with cardinal (90-degree) turns.""
""""
"" Why won't it work on a 45-degree turn? Because our straight-line logic explicitly separates ""forward"" and ""sideways"" into the world X and Y axes. After a 90-degree turn, we can simply swap these roles. But for a 45-degree turn, ""forward"" becomes a mix of X and Y, and this simple logic breaks down. A truly universal controller would require a more complex, drone-centric (trigonometric) navigation model.""
""""
""This project was an incredible deep dive into the realities of control systems.""
""""
"" Huge thanks to my teammates Govind Krishna C, Sidharth Sajith, and Nidhi N. We all started from scratch, and the collaborative push to build, debug, and understand this system in just a few days was a phenomenal experience.""
""""
""For anyone interested in the technical details, the full MATLAB Function code is on my GitHub. Link in the first comment.""
""""
""#ControlSystems #Robotics #MATLAB #Simulink #AutonomousSystems #EngineeringStudent #StateMachines #ComputerVision #Aerospace","","",MEMBER_NETWORK
2025-08-06 18:34:45,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7358928535727599616,"lemme share something with you guys from a recent project and my first real dive into the world of CAN bus! It's one thing to read about a technology, but getting it to work hands-on is an incredible feeling""
""""
""We successfully built a proof-of-concept for a steering-by-wire system, demonstrating a complete, closed-loop control system right on our workbench""
""""
""Check out the video, where I voiced it over with my mother tongue, trying to explain what's already on the screen :)""
""""
""Here’s how our system works:""
""""
""🧠 The Brain (NVIDIA Jetson): A Python script on the Jetson acts as the command center. We can tell it a ""desired angle"" we want our system to achieve.""
""""
""💪 The Controller (Arduino Mega): The Arduino is the hands of the operation. It's connected to an absolute encoder that knows its exact physical position at all times.""
""""
""⚡ The Nervous System (CAN Bus): This was the star of the show! The CAN bus created a robust, two-way communication link between the Jetson and the Arduino.""
""(We used a CAN adapter from KVASER)""
""""
""The Jetson sends the desired angle command to the Arduino via CAN.""
""""
""Simultaneously, the Arduino reads its current angle from the encoder and sends it back to the Jetson via CAN.""
""""
""The magic happens on the Arduino. It constantly compares the desired angle from the Jetson with its current angle and outputs real-time steering commands—""Turn Left by X degrees"" or ""Turn Right by Y degrees""—which we monitored on the serial monitor. When we manually turned the encoder to the target angle, it immediately responded with ""Target Reached!""""
""""
""The moment we sent a command from the Jetson and saw the Arduino instantly react was a huge breakthrough. It proved our entire hardware and software chain was working perfectly including the interface with CAN. ""
""""
""This entire learning journey wouldn't have been nearly as successful or enjoyable without an amazing team.""
""""
""A special and massive thank you to my friend, Andrewjos Sebastian, whose help and late-night debugging sessions were absolutely instrumental in getting this over the line. Your help was invaluable.""
""""
""Huge thanks to Mathew George Chunkathil for creating us the low level control frame work. ""
""""
""Huge thanks to the rest of our brilliant team for their constant support, ideas, and collaboration: Shawn Anish Chirappuram,  IHESANUL HAQ,Samarth Santhosh,Benoni K Binoy,Naveen Shaji George,Jithin Shaji.""
""""
""And finally, immense gratitude to our mentor, LEVIN ABRAHAM, for his invaluable direction and for always encouraging us to push the boundaries. ""
""""
""And at last but not the least our Team captain ahalya nair, without whome this all wouldn't have happened at all. ""
""""
""This project was a fantastic, hands-on introduction to the robustness and reliability of CAN communication, and I'm excited to build on this foundation for even more complex robotics and automation projects""
""""
""#CANbus #EmbeddedSystems #Robotics #NVIDIAJetson #Arduino #SteeringByWire #Engineering #Python #Innovation #Teamwork #FirstTime #HandsOnLearning #Automation","","",MEMBER_NETWORK
2025-08-04 18:19:41,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7358199969964548097,"The spec sheet for a device like the NVIDIA Jetson Orin Nano only tells half the story. To see what it's really capable of, We ran a series of CPU benchmarks across its different power profiles. We wanted to see the real numbers behind the marketing, and the results are telling.""
""""
""The method was straightforward: use nvpmodel to select a power profile, jetson_clocks to lock the frequencies for that mode, and sysbench to run a 6-thread prime number calculation. Live stats were monitored with jtop.""
""""
""Here's a direct comparison of the three key modes:""
""""
""25W Mode: This is the default high-performance profile. It locks the CPU at 1.34 GHz and gives the GPU maximum priority. This scored 3448 events per second.""
""(Which is really interesting cause its supposed to be at 1.7GHz as I tested and confirmed with another Orin nano before. ""
""Any clues on why, maybe some config file bug or something else entirely.)""
""""
""15W Mode: Interestingly, this lower power mode produced a higher CPU score of 3843 events per second. The jetson_clocks output shows why: it allocates less power to the GPU, allowing the CPU to lock in at a faster 1.5 GHz.""
""(Which is expected ofc)""
""""
""MAXN_SUPER Mode: This is the unconstrained, ""max-effort"" mode. It removes the official wattage limit entirely. The result was a big performance increase, scoring 4437 events per second.""
""The most important finding came from running jtop in MAXN mode. The Orin Nano CPU pushed past its official 1.5 GHz specification, holding a completely stable 1.7 GHz on all six cores under full load. Total system power draw was a modest 11.1W for this CPU-only test, and the CPU temperature stayed at a healthy 71C. Plus the GPU was 1.02Ghz which is the max we found out.""
""""
""And the last power mode which is 7W. which shows a 960MHz clock speed for only 4 active cores.(Which is the lowest anyway).""
""""
""Thank You to my friend Sidharth Sajith for helping me test this out and made me familiar with many of the keywords here. ""
""""
""Conclusion: The Jetson Orin Nano is an impressive piece of hardware with smart power management. The ""best"" mode really depends on your work. For a GPU-heavy AI task, the 25W profile is the way to go. But for CPU-bound work like compiling code, the 15W mode actually provides a faster CPU clock. And for short bursts, the MAXN mode shows what the silicon is truly capable of.""
""""
""#NVIDIA #Jetson #OrinNano #EdgeAI #EmbeddedSystems #Linux #Benchmarking #PerformanceTuning #CPUTest","","",MEMBER_NETWORK
